Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Notes,Location,City,lon,lat,Reason for tow,Trade Name,Merchant,Address,lot_lon,lot_lat,tow_dist
2022-09-22,2021.0,TESL,,TESLA MODEL 3  HENRYS. 301-869-4800. NO PERMIT. TCL,11011 WICKSHIRE WAY,ROCKVILLE,-77.10909,39.03837,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20860.4
2023-10-06,2023.0,KIA,SPT,NO PERMIT // HENRY'S // 301 869 4800 // TCL,9825 DOCKSIDE TER,MONTGOMERY VILLAGE,-77.199012003,39.162330012,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4953.9
2022-05-19,2021.0,SUBA,,NOP // BIG TOW @ 301-424-4869 // TCL,9807 BRASSIE WAY,MONTGOMERY VILLAGE,-77.20297,39.17558,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,10819.4
2022-11-16,2000.0,MERZ,E320,NOP   AUTHORIZED 301-562-4020  TCL,20203 HALETHORPE LN,GERMANTOWN,-77.23406,39.18543,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9480.8
2021-09-20,2015.0,CHEV,MAL,HANDICAP VIOLATION // HENRYS @ 301-869-4800 // TCL,2301 GLENALLAN AVE,SILVER SPRING,-77.04579,39.0614,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,17992.4
2024-03-22,2023.0,NISS,ALT,NOP / AUTHO / 301 562 4020 / TCL,12633 GREY EAGLE CT,GERMANTOWN,-77.261928112,39.167211659,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13227.0
2022-09-20,2008.0,HOND,ACC,NOP   BIG TOW 301-424-4869  TCL,2511 MC VEARY CT,SILVER SPRING,-77.05187,39.10317,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,11288.1
2024-05-18,2009.0,MAZD,323,PKG IN FIRE LANE // SPEEDY TOWING 301-588-1322 // TCL,2356 GLENMONT CIR,SILVER SPRING,-77.046956987,39.058868996,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,12218.3
2024-03-15,2013.0,HYUN,ELN,"NOP// HENRY'S, 301-869-4800, TCL",3850 BEL PRE RD,SILVER SPRING,-77.07575796,39.090672996,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13591.6
2023-03-16,2013.0,FORD,F25,NO OVERNIGHT PARKING AND NO COMMERCIAL VEHS / HENRYS 301-869-4800 / TCL,20918 FREDERICK RD,GERMANTOWN,-77.24516,39.19923,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,10389.0
2023-12-18,2022.0,CHEV,SUB,NO HANDICAP PERM // HENRYS @ 301-869-4800 // TCL,3200 SPARTAN RD,OLNEY,-77.06202899,39.15023501,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,14080.2
2022-10-26,2003.0,CHEV,IMP,NO PERMIT // HENRY'S // 301 869 4800 // TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2023-01-22,2012.0,TOYT,YAR,UNAUTH PKG IN RESERVE SPACE S 22   HENRYS 301- 869-4800   TCL,8830 PINEY BRANCH RD,SILVER SPRING,-76.99305,38.99974,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,34436.6
2024-05-11,2016.0,BMW,535,NOP // HENRYS 301-869-4800 // TCL,12001 OLD COLUMBIA PIKE,SILVER SPRING,-76.97487396,39.051868012,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,32921.4
2022-02-15,2017.0,HYUN,SON,BIG TOW 301-424-4869//NOP//TCL,18005 COTTAGE GARDEN DR,GERMANTOWN,-77.27522,39.15222,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,14611.5
2023-01-10,2018.0,CHEV,EQX,DOUBLE PARKED BLOCKING CARS // DRIVE 301-585-8808 // TCL,475 SOUTHAMPTON DR,SILVER SPRING,-76.9842,39.00617,PKG,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,12472.8
2023-02-03,2019.0,HOND,FIT,NOP // HENRYS // 301-869-4800 // TCL,9964 ALTA SPRINGS WAY,ROCKVILLE,-77.20894,39.08872,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,12666.8
2024-07-21,2021.0,SUBA,FOR,NO PERMIT  HENRYS@301-869-4800//TCL,8000 EASTERN DR,SILVER SPRING,-77.031636963,38.989215004,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31990.1
2024-02-17,2012.0,MERZ,S50,PRIVATE PROP // SPEEDY // 301-588-1322 // TCL,8109 MAYOR LN,SILVER SPRING,-77.025702995,38.991265008,PVT,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,18102.5
2021-08-31,2015.0,INFI,QX70,AUBURN TOWING 301-977-2740 TCL // INVALID PERMIT,12046 CHASE CROSSING CIR,ROCKVILLE,-77.1223,39.05416,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,8322.0
2023-02-25,2019.0,BMW,330,"NOP// SPEEDY, 301-588-1322, TCL",18318 STREAMSIDE DR,GAITHERSBURG,-77.16807,39.15576,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,10007.7
2024-01-29,2019.0,FORD,TCN,MILLERS TOWING 301 602 0392 PRV PROP/HANDICAP VIOLATION TCL,1200 MC MAHON RD,SILVER SPRING,-77.043285965,39.033324015,PVT,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,20878.4
2022-10-31,2013.0,TOYT,PRS,NOP // AUTHORIZED 301-562-4020 // TCL  OWNER NOTIF,22551 CABIN BRANCH AVE,CLARKSBURG,-77.28681,39.22318,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,17516.7
2023-02-24,1996.0,CHRY,LHS,EXPIRED PERMIT // HENRYS // 301-927-0007 // TCL,12631 GEORGIA AVE,SILVER SPRING,-77.05584,39.06394,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,16975.9
2024-05-03,2006.0,CHEV,EXP,NO PROPER REGISTRATION DISPLAYED  // AUTHORIZED TOWING //  301-562-4020 // TCL,14120 WEEPING WILLOW DR,SILVER SPRING,-77.067597004,39.088272,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13941.1
2023-10-01,2017.0,HOND,ACC,HENRYS 301-869-4800,255 N WASHINGTON ST,ROCKVILLE,-77.152701987,39.087332012,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11032.1
2022-11-24,2017.0,GMC,TRN,NOP // AUTHORIZED // 301-562-4020 // TCL,10914 GEORGIA AVE,SILVER SPRING,-77.0496,39.03531,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20992.4
2023-04-18,2023.0,HOND,ACC,NOP // BIG TOW 301-424-4869 // TCL,15955 FREDERICK RD,DERWOOD,-77.16944,39.11761,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,2814.0
2024-03-07,2023.0,NISS,KICK,REASON: NOP//AUTHORIZED/301-562-4020/TCL,8800 LANIER DR,SILVER SPRING,-77.048472016,38.999848999,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,30431.3
2021-07-23,2007.0,MERC,MONTEGO,FIRE LANE // SPEEDY @ 301-588-1322 // TCL,8711 GEORGIA AVE,SILVER SPRING,-77.03029,38.99804,FIRE,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,17177.5
2022-02-09,2007.0,FORD,EDG,BIGTOW 3014244869  STORED VEH MGR REQUEST   TCL,12 TRAVIS CT,GAITHERSBURG,-77.21532,39.16136,PKG,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,9125.6
2023-11-19,2016.0,NISS,PTH,NOP // SPEEDY 301-588-1322 // TCL,2501 LITTLE VISTA TER,OLNEY,-77.052338001,39.161048,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,14036.6
2022-05-29,2018.0,KIA,FRT,,GRAMERCY BLVD / COLUMBUS AVE,DERWOOD,-77.16548,39.12383,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6822.7
2023-09-13,2015.0,CHEV,EQX,HENRY'S TOWING 301-869-4800 TO TCL // ABANDONED PER MANGEMENT,3720 LAMBERTON SQUARE RD,SILVER SPRING,-76.93219398,39.077022019,ABN,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31686.9
2022-07-20,2019.0,ACUR,TL,HENRYS 301-869-4800 TCL // NOP DISPLAYED   CANT SEE VIN,11225 OAK LEAF DR,SILVER SPRING,-76.99446,39.04085,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30446.0
2022-12-27,2022.0,TOYT,PRI,BIG TOW 301-424-4869  BACK TO LOT  FIRE LANE,BLACK SADDLE LN / CRYSTAL ROCK DR,GERMANTOWN,-77.26318,39.17729,FIRE,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,15272.2
2024-07-12,2013.0,HOND,CIV,HENRYS // TCL // 301-869-4800 // NOP,5901 MONTROSE RD,ROCKVILLE,-77.118849995,39.053527,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19105.9
2023-07-19,,INFI,G37,EXPIRED PERMIT  AUTHORIZED - 301-562-4020  BACK TO LOT,14120 WEEPING WILLOW DR,SILVER SPRING,-77.06759700399994,39.08827200000008,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13941.1
2021-12-10,2018.0,VOLK,PAS,HENRYS 301-869-4800  NOP   TCL,906 SILVER SPRING AVE,SILVER SPRING,-77.02465,38.99166,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31837.9
2022-04-05,2018.0,TOYT,RAV,NOP   AUTHORIZED 301-562-4020   TCL,12633 GREY EAGLE CT,GERMANTOWN,-77.26196,39.16716,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13229.8
2024-02-07,2022.0,TOYT,COA,NO PERMIT // HENRY'S 301-869-4800 // TCL,19520 WATERS RD,GERMANTOWN,-77.273961975,39.175920011,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,12779.8
2022-06-01,2003.0,TOYT,COA,HENRYS 301-869-4800 // FIRE LANE/NOP (CALLED IN BY PROP MGMT) // TCL,9923 LAKE LANDING RD,MONTGOMERY VILLAGE,-77.20615,39.16547,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4287.7
2023-01-22,2022.0,FORD,ECO,NOP HENRYS 3018694800 TCL,15250 SIESTA KEY WAY,ROCKVILLE,-77.19426,39.10599,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9932.8
2023-08-16,,JEEP,GCH,NO PERMIT  HENRYS - 301-869-4800  BACK TO LOT,9210 WIGHTMAN RD,MONTGOMERY VILLAGE,-77.189426039,39.188001016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3404.2
2023-11-14,2015.0,TOYT,SNA,MILLERS // (301) 602-0392// WALK OFF // TCL,22 N SUMMIT AVE,GAITHERSBURG,-77.193446,39.142887014,PKG,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,5661.4
2024-05-13,2017.0,LEXS,,HENRYS 301-869-4800  MANAGEMENT REQ   TCL,9700 TRAVILLE GATEWAY DR,ROCKVILLE,-77.204458982,39.091412993,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11880.6
2023-06-06,2010.0,TOYT,CAM,NOP AUTHORIZED 301-562-4020 TCL,20520 STRATH HAVEN DR,MONTGOMERY VILLAGE,-77.193166966,39.193496988,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,4809.6
2021-09-12,2011.0,TOYT,CAM,RESERVED PARKING // HENRYS // 301-869-4800 // TCL,20315 GENTLE WAY,MONTGOMERY VILLAGE,-77.19304,39.18961,,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3969.9
2023-01-04,2019.0,HOND,HRV,REASON: NOP  TOW CO : BIG TOW  301-424-4869  TCL,414 GIRARD ST,GAITHERSBURG,-77.18504,39.14671,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,6545.1
2024-03-02,2015.0,CHEV,MAL,NOP // AUTHORIZED TOWING 3015624020 // TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.261135987,39.179386012,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13230.6
2022-12-20,2005.0,HOND,CRV,NOP HENRYS 3018694800 TCL,18620 POPLAR GLEN CT,BOYDS,-77.28615,39.16353,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,12995.8
2022-06-05,2018.0,DODG,CHA,PARKED IN HANDICAP WITHOUT HANDICAP PERMIT // AUTHORIZED 301-562-4020 // TCL    OWNER NOTIF,370 E DIAMOND AVE,GAITHERSBURG,-77.19116,39.14214,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5393.4
2024-03-31,2015.0,CHEV,EXP,VIN COVERED UP WHEN ASKED  SPEEDY TOW 301-588-1322//NOP//TCL,8615 FENTON ST,SILVER SPRING,-77.027409969,38.998060007,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,17490.8
2023-05-17,2017.0,LINC,MKZ,NOP  AUTHORIZED 301-562-4020  TCL,1699 YALE PL,ROCKVILLE,-77.16187,39.10265,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9281.5
2023-11-24,2019.0,TOYT,SNA,MILLERS TOWING 301 602 0293 HANDICAP VIOLATION TCL,1200 MC MAHON RD,SILVER SPRING,-77.043285965,39.033324015,PKG,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,20878.4
2022-11-17,2013.0,TOYT,AVA,EXCEEDED 2HR LIMIT // HENRYS 301.869.4800 TCL,833 WAYNE AVE,SILVER SPRING,-77.02376,38.99574,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31639.0
2023-11-10,2022.0,SUBA,OUT,PARKED WITH NO PERMIT DISPLAYED // HENRYS 301 869 4800 // TCL,15250 SIESTA KEY WAY,ROCKVILLE,-77.195198991,39.106037989,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9961.8
2023-09-17,2022.0,TOTL,CAM,PKG IN RESERVED SPACE W/O PERMIT  AUTHORIZED 301 562 4020  TCL,13831 CASTLE BLVD,SILVER SPRING,-76.942033999,39.082356011,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,29860.6
2024-04-03,2023.0,AUDI,A3,HENRYS 301-869-4800 NOP,5901 MONTROSE RD,ROCKVILLE,-77.118849995,39.053527,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19105.9
2023-08-12,2009.0,TOYT,CAM,NO PERMIT // BIG TOW // 301 424 4869 // TCL,10010 STEDWICK RD,MONTGOMERY VILLAGE,-77.205269009,39.169174004,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,9862.0
2021-10-25,2008.0,FORD,FOC,WALK OFF (PRV) // HENRYS // 301 869 4800 // TCL,46 BUREAU DR,GAITHERSBURG,-77.21785,39.14396,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6847.2
2023-06-14,2011.0,TOYT,COA,NOP // HENRYS @ 301-869-4800 // TCL,DOCENA DR / PIER POINT PL,MONTGOMERY VILLAGE,-77.19829701299994,39.16050511100008,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3939.7
2023-02-07,2013.0,HOND,CIV,FIRE LANE // SPEEDY // 301 588 1322 // TCL,8715 PINEY BRANCH RD,SILVER SPRING,-76.99653,38.99897,FIRE,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21004.4
2022-06-28,2020.0,DODG,JNY,NO PERMIT // AUTHORIZED 301-562-4020 // TCL,700 CLOPPER RD,GAITHERSBURG,-77.22388,39.1437,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,7867.2
2024-03-09,2023.0,TESL,,MODEL 3  NOP  HENRY'S 301-869-4800  TCL,1215 EAST WEST HWY,SILVER SPRING,-77.02926698,38.991209981,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31993.9
2024-02-22,,FORD,FUS,NOT IN MARKED PARKING SPACE  HENRYS - 301-869-4800  BACK TO LOT,9910 KILLARNEY LN,GAITHERSBURG,-77.207127026,39.133423008,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,8054.0
2023-04-08,2009.0,SUBA,IMP,NOP / AUTHO / 301 562 4020 / TCL,9727 MT PISGAH RD,SILVER SPRING,-76.97482,39.01713,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,32835.5
2022-11-18,2018.0,KIA,SOU,REASON: EXPIRED TAGS / NOP  BACK TO TCL> DRIVE ((301) 585-8808,11700 OLD COLUMBIA PIKE,SILVER SPRING,-76.98028,39.04928,EXP,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,11126.4
2021-09-04,2022.0,HOND,CIV,,13609 COLGATE WAY,SILVER SPRING,-76.93269,39.0789,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31734.2
2023-06-08,2018.0,ACUR,ILX,REASON: NOP//DRIVE/301-585-8808/TCL,11700 OLD COLUMBIA PIKE,SILVER SPRING,-76.98056502099996,39.04946601000006,NOP,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,10880.2
2022-08-08,2006.0,CHEV,CBT,NOP. BIG TOW. 301-424-4869. TCL.,89 TRAVIS CT,GAITHERSBURG,-77.21553,39.16166,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,9190.9
2023-11-30,,FORD,FIE,NO PERMIT  HENRYS - 301-869-4800  BACK TO LOT,8200 SPICEBERRY LN,GAITHERSBURG,-77.163474996,39.151554992,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,2672.9
2022-09-25,2017.0,HOND,CIV,"MILLERS TOWING (301) 602-0392, NOP, BACK TO  THE LOT // 2017 BLK HOND CIV, MD 7DT4543",29 GOODPORT LN,GAITHERSBURG,-77.23635,39.15192,NOP,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,9549.8
2024-05-10,2023.0,MAZD,CX30,EXP PERMIT // AUTHORIZED // 301 562 4020 // TCL,10914 GEORGIA AVE,SILVER SPRING,-77.05005301,39.03531698,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,21005.0
2023-03-11,2016.0,JEEP,CHK,VIN BLOCKED   NOP   HENRYS 301-869-4800  TCL,5079 BRADLEY BLVD,CHEVY CHASE,-77.10038,38.97804,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,27443.4
2022-10-21,2016.0,HYUN,SFE,HENRYS.301-869-4800.NO PERMIT.TCL,15251 SIESTA KEY WAY,ROCKVILLE,-77.19424,39.10602,NO PERMIT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9929.1
2022-06-25,2017.0,CHEV,EQX,NO PERMIT / HENRY'S TOW LOT (301) 869-4800,9916 WALKER HOUSE RD,MONTGOMERY VILLAGE,-77.20639,39.16285,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4672.3
2021-09-13,2006.0,FORD,ECP,"NOP// HENRY'S, 301-869-4800, TCL",19432 BREEZEDALE LN,GERMANTOWN,-77.24267,39.1749,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9335.6
2022-06-03,2009.0,VOLV,S40,AUTHORIZED 301-562-4020  EXP / TCL,3506 PEAR TREE CT,SILVER SPRING,-77.07055,39.08954,EXP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13572.8
2021-12-16,2020.0,TOYT,COA,NOP // AUTHORIZED 301.562.4020 TCL,923 CLOPPER RD,GAITHERSBURG,-77.22733,39.14548,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8225.1
2022-05-02,2017.0,CHEV,CRZ,HENRY'S TOWING 301-927-0007  NOP  TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2024-04-06,2016.0,TOYT,CAM,FIRE LANE // HENRYS @ 301-927-0007 // TCL,1215 EAST WEST HWY,SILVER SPRING,-77.02926698,38.991209981,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31993.9
2022-03-27,2017.0,KIA,,FIRE // HENRYS // 301 869 4800 // TCL,25 LEE AVE,TAKOMA PARK,-77.00599,38.97948,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,34384.2
2023-08-30,2023.0,KIA,RIO,REASON: NOP//SPEEDY/301-588-1322/TCL,8715 PINEY BRANCH RD,SILVER SPRING,-76.997506021,38.998620002,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21019.6
2022-07-06,2016.0,NISS,ALT,NOP // AUTHORIZED 301 562 4020 // TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.26139,39.17946,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13107.9
2021-12-17,2020.0,NISS,ALT,NOP - BIG TOW 3014244869 TCL,10026 STEDWICK RD,MONTGOMERY VILLAGE,-77.20624,39.16954,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,10098.5
2023-08-06,2023.0,BMW,X5,NOP // AUTHORIZED 301 562 4020 //TCL,11901 PARKLAWN PL,ROCKVILLE,-77.101582017,39.050733018,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,18454.0
2023-08-14,2009.0,TOYT,PRI,REASON: NOP//HENRYS/301-869-4800/TCL,18914 SMOOTHSTONE WAY,MONTGOMERY VILLAGE,-77.208013999,39.168306016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4172.5
